order_id,product_id,quantity,discount_pct,unit_cost,unit_price,gross_sales,discount_amount,net_sales,total_cost,gross_margin
O00026,P0021,3,0,16.15,26.72,80.16,0.0,80.16,48.449999999999996,31.71
O00027,P0016,3,15,10.53,18.06,54.17999999999999,8.126999999999999,46.053,31.589999999999996,14.463000000000001
O00028,P0081,5,20,65.97,189.84,949.2,189.84,759.36,329.85,429.51
O00029,P0079,4,0,67.96,149.41,597.64,0.0,597.64,271.84,325.8
O00030,P0013,3,15,44.88,117.97,353.90999999999997,53.086499999999994,300.82349999999997,134.64000000000001,166.18349999999995
O00031,P0033,5,10,78.25,183.75,918.75,91.875,826.875,391.25,435.625
O00032,P0054,2,10,35.85,95.25,190.5,19.05,171.45,71.7,99.74999999999999
O00033,P0069,2,10,62.22,150.06,300.12,30.011999999999997,270.108,124.44,145.668
O00034,P0027,4,10,58.79,135.79,543.16,54.315999999999995,488.844,235.16,253.684
O00035,P0052,4,0,32.44,49.78,199.12,0.0,199.12,129.76,69.36000000000001
O00036,P0065,4,15,52.43,144.51,578.04,86.70599999999999,491.33399999999995,209.72,281.6139999999999
O00037,P0044,4,0,23.97,40.96,163.84,0.0,163.84,95.88,67.96000000000001
O00038,P0030,3,10,50.32,133.74,401.22,40.122,361.098,150.96,210.138
O00039,P0023,3,0,13.9,28.75,86.25,0.0,86.25,41.7,44.55
O00040,P0079,5,15,67.96,149.41,747.05,112.0575,634.9925,339.79999999999995,295.1925
O00041,P0100,3,5,14.66,26.05,78.15,3.9075,74.2425,43.980000000000004,30.262500000000003
O00042,P0083,2,10,23.05,35.71,71.42,7.142,64.278,46.1,18.178000000000004
O00043,P0094,5,5,47.78,108.59,542.95,27.1475,515.8025,238.9,276.90250000000003
O00044,P0016,3,15,10.53,18.06,54.17999999999999,8.126999999999999,46.053,31.589999999999996,14.463000000000001
O00045,P0055,4,10,41.8,86.18,344.72,34.472,310.24800000000005,167.2,143.04800000000006
O00046,P0018,3,15,35.57,91.45,274.35,41.1525,233.19750000000002,106.71000000000001,126.48750000000001
O00047,P0090,1,0,41.64,111.21,111.21,0.0,111.21,41.64,69.57
O00048,P0017,5,0,25.77,46.56,232.8,0.0,232.8,128.85,103.95000000000002
O00049,P0075,3,10,74.85,125.1,375.29999999999995,37.529999999999994,337.77,224.54999999999998,113.22
O00050,P0052,3,20,32.44,49.78,149.34,29.868000000000002,119.47200000000001,97.32,22.152000000000015
O00051,P0045,2,0,61.54,101.61,203.22,0.0,203.22,123.08,80.14
O00052,P0056,4,0,48.4,77.6,310.4,0.0,310.4,193.6,116.79999999999998
O00053,P0093,4,0,53.69,97.66,390.64,0.0,390.64,214.76,175.88
O00054,P0054,2,10,35.85,95.25,190.5,19.05,171.45,71.7,99.74999999999999
O00055,P0009,2,5,33.62,75.41,150.82,7.5409999999999995,143.279,67.24,76.039
O00056,P0017,1,15,25.77,46.56,46.56,6.984000000000001,39.576,25.77,13.806000000000001
O00057,P0027,5,0,58.79,135.79,678.9499999999999,0.0,678.9499999999999,293.95,384.99999999999994
O00058,P0037,4,0,60.29,177.17,708.68,0.0,708.68,241.16,467.52
O00059,P0022,2,5,66.41,153.06,306.12,15.306,290.814,132.82,157.99400000000003
O00060,P0072,2,10,79.37,143.53,287.06,28.706,258.354,158.74,99.61399999999998
O00061,P0067,5,10,17.47,34.37,171.85,17.185,154.665,87.35,67.315
O00062,P0038,2,0,47.45,95.55,191.1,0.0,191.1,94.9,96.19999999999999
O00063,P0099,1,20,47.23,108.75,108.75,21.75,87.0,47.23,39.77
O00064,P0096,5,5,50.42,110.34,551.7,27.585,524.115,252.10000000000002,272.015
O00065,P0072,1,15,79.37,143.53,143.53,21.5295,122.0005,79.37,42.6305
O00066,P0044,3,10,23.97,40.96,122.88,12.288,110.592,71.91,38.682
O00067,P0091,4,0,59.96,114.91,459.64,0.0,459.64,239.84,219.79999999999998
O00068,P0096,2,15,50.42,110.34,220.68,33.102000000000004,187.578,100.84,86.738
O00069,P0036,5,15,67.46,184.85,924.25,138.6375,785.6125,337.29999999999995,448.3125
O00070,P0098,1,5,37.4,104.38,104.38,5.218999999999999,99.161,37.4,61.761
O00071,P0025,4,10,13.61,32.74,130.96,13.096000000000002,117.864,54.44,63.42400000000001
O00072,P0095,4,5,40.71,120.64,482.56,24.128,458.432,162.84,295.592
O00073,P0042,2,10,77.76,188.37,376.74,37.674,339.06600000000003,155.52,183.54600000000002
O00074,P0013,4,5,44.88,117.97,471.88,23.594,448.286,179.52,268.76599999999996
O00075,P0056,2,15,48.4,77.6,155.2,23.28,131.92,96.8,35.11999999999999
O00076,P0079,3,0,67.96,149.41,448.23,0.0,448.23,203.88,244.35000000000002
O00077,P0051,2,0,75.24,202.03,404.06,0.0,404.06,150.48,253.58
O00078,P0050,1,5,45.43,130.75,130.75,6.5375,124.2125,45.43,78.7825
O00079,P0077,4,0,13.37,37.37,149.48,0.0,149.48,53.48,96.0
O00080,P0052,4,10,32.44,49.78,199.12,19.912,179.208,129.76,49.44800000000001
O00081,P0033,4,0,78.25,183.75,735.0,0.0,735.0,313.0,422.0
O00082,P0095,2,15,40.71,120.64,241.28,36.192,205.088,81.42,123.66799999999999
O00083,P0025,5,0,13.61,32.74,163.70000000000002,0.0,163.70000000000002,68.05,95.65000000000002
O00084,P0058,2,15,24.12,39.95,79.9,11.985,67.915,48.24,19.675000000000004
O00085,P0040,1,10,68.7,146.7,146.7,14.67,132.03,68.7,63.33
O00086,P0087,2,25,32.13,56.17,112.34,28.085,84.255,64.26,19.99499999999999
O00087,P0038,4,25,47.45,95.55,382.2,95.55,286.65,189.8,96.84999999999997
O00088,P0003,3,20,50.89,109.28,327.84000000000003,65.56800000000001,262.27200000000005,152.67000000000002,109.60200000000003
O00089,P0016,1,15,10.53,18.06,18.06,2.7089999999999996,15.350999999999999,10.53,4.821
O00090,P0002,3,5,43.57,100.83,302.49,15.124500000000001,287.3655,130.71,156.6555
O00091,P0023,1,15,13.9,28.75,28.75,4.3125,24.4375,13.9,10.5375
O00092,P0098,1,25,37.4,104.38,104.38,26.095,78.285,37.4,40.885
O00093,P0030,4,0,50.32,133.74,534.96,0.0,534.96,201.28,333.68000000000006
O00094,P0010,2,10,72.98,190.64,381.28,38.128,343.152,145.96,197.19199999999998
O00095,P0065,4,0,52.43,144.51,578.04,0.0,578.04,209.72,368.31999999999994
O00096,P0022,4,10,66.41,153.06,612.24,61.224,551.016,265.64,285.376
O00097,P0052,4,10,32.44,49.78,199.12,19.912,179.208,129.76,49.44800000000001
O00098,P0056,3,10,48.4,77.6,232.79999999999998,23.28,209.51999999999998,145.2,64.32
O00099,P0033,1,10,78.25,183.75,183.75,18.375,165.375,78.25,87.125
O00100,P0089,5,25,57.81,113.72,568.6,142.15,426.45000000000005,289.05,137.40000000000003
O00101,P0086,2,10,73.55,174.05,348.1,34.81,313.29,147.1,166.19000000000003
O00102,P0080,4,15,62.54,138.92,555.68,83.35199999999999,472.328,250.16,222.16799999999998
O00103,P0030,1,5,50.32,133.74,133.74,6.687,127.05300000000001,50.32,76.733
O00104,P0082,2,5,67.76,161.31,322.62,16.131,306.48900000000003,135.52,170.96900000000002
O00105,P0024,5,10,68.96,150.71,753.5500000000001,75.355,678.195,344.79999999999995,333.3950000000001
O00106,P0005,5,5,49.04,127.3,636.5,31.825,604.675,245.2,359.47499999999997
O00107,P0053,4,5,51.57,127.74,510.96,25.548,485.412,206.28,279.13199999999995
O00108,P0055,5,10,41.8,86.18,430.90000000000003,43.09,387.81000000000006,209.0,178.81000000000006
O00109,P0023,5,10,13.9,28.75,143.75,14.375,129.375,69.5,59.875
O00110,P0091,2,10,59.96,114.91,229.82,22.982,206.838,119.92,86.91799999999999
O00111,P0076,2,5,60.51,128.39,256.78,12.838999999999999,243.94099999999997,121.02,122.92099999999998
O00112,P0010,4,5,72.98,190.64,762.56,38.128,724.4319999999999,291.92,432.5119999999999
O00113,P0098,1,10,37.4,104.38,104.38,10.437999999999999,93.942,37.4,56.541999999999994
O00114,P0033,4,0,78.25,183.75,735.0,0.0,735.0,313.0,422.0
O00115,P0080,3,5,62.54,138.92,416.76,20.838,395.92199999999997,187.62,208.30199999999996
O00116,P0093,5,0,53.69,97.66,488.29999999999995,0.0,488.29999999999995,268.45,219.84999999999997
O00117,P0062,1,0,10.19,18.89,18.89,0.0,18.89,10.19,8.700000000000001
O00118,P0082,2,0,67.76,161.31,322.62,0.0,322.62,135.52,187.1
O00119,P0027,3,0,58.79,135.79,407.37,0.0,407.37,176.37,231.0
O00120,P0007,3,0,49.51,86.65,259.95000000000005,0.0,259.95000000000005,148.53,111.42000000000004
O00121,P0100,5,10,14.66,26.05,130.25,13.025,117.225,73.3,43.925
O00122,P0027,2,0,58.79,135.79,271.58,0.0,271.58,117.58,154.0
O00123,P0074,1,5,36.55,87.92,87.92,4.396,83.524,36.55,46.974000000000004
O00124,P0010,2,20,72.98,190.64,381.28,76.256,305.024,145.96,159.064
O00125,P0075,5,15,74.85,125.1,625.5,93.825,531.675,374.25,157.42499999999995
O00126,P0057,3,5,48.42,78.25,234.75,11.7375,223.0125,145.26,77.7525
O00127,P0030,5,20,50.32,133.74,668.7,133.74,534.96,251.6,283.36
O00128,P0003,4,5,50.89,109.28,437.12,21.855999999999998,415.264,203.56,211.704
O00129,P0029,3,0,72.76,153.77,461.31000000000006,0.0,461.31000000000006,218.28000000000003,243.03000000000003
O00130,P0014,5,25,33.12,84.8,424.0,106.0,318.0,165.6,152.4
O00131,P0077,1,20,13.37,37.37,37.37,7.474,29.895999999999997,13.37,16.525999999999996
O00132,P0083,1,10,23.05,35.71,35.71,3.571,32.139,23.05,9.089000000000002
O00133,P0025,1,10,13.61,32.74,32.74,3.2740000000000005,29.466,13.61,15.856000000000002
O00134,P0010,4,10,72.98,190.64,762.56,76.256,686.304,291.92,394.38399999999996
O00135,P0079,2,0,67.96,149.41,298.82,0.0,298.82,135.92,162.9
O00136,P0092,1,0,72.98,133.56,133.56,0.0,133.56,72.98,60.58
O00137,P0049,4,10,16.11,26.63,106.52,10.652000000000001,95.868,64.44,31.427999999999997
O00138,P0038,1,20,47.45,95.55,95.55,19.11,76.44,47.45,28.989999999999995
O00139,P0071,4,0,75.31,197.04,788.16,0.0,788.16,301.24,486.91999999999996
O00140,P0014,1,15,33.12,84.8,84.8,12.72,72.08,33.12,38.96
O00141,P0030,2,0,50.32,133.74,267.48,0.0,267.48,100.64,166.84000000000003
O00142,P0040,5,10,68.7,146.7,733.5,73.35,660.15,343.5,316.65
O00143,P0012,1,10,27.1,81.21,81.21,8.120999999999999,73.089,27.1,45.989
O00144,P0092,5,10,72.98,133.56,667.8,66.78,601.02,364.90000000000003,236.11999999999995
O00145,P0014,1,0,33.12,84.8,84.8,0.0,84.8,33.12,51.68
O00146,P0001,2,5,55.42,102.17,204.34,10.217,194.123,110.84,83.28299999999999
O00147,P0068,5,10,69.55,128.05,640.25,64.025,576.225,347.75,228.47500000000002
O00148,P0049,4,0,16.11,26.63,106.52,0.0,106.52,64.44,42.08
O00149,P0018,1,0,35.57,91.45,91.45,0.0,91.45,35.57,55.88
O00150,P0036,1,10,67.46,184.85,184.85,18.485,166.365,67.46,98.90500000000002
O00151,P0064,4,10,43.12,76.73,306.92,30.692000000000004,276.228,172.48,103.74800000000002
O00152,P0096,2,0,50.42,110.34,220.68,0.0,220.68,100.84,119.84
O00153,P0028,3,10,79.81,177.94,533.8199999999999,53.38199999999999,480.43799999999993,239.43,241.00799999999992
O00154,P0092,1,20,72.98,133.56,133.56,26.712,106.848,72.98,33.867999999999995
O00155,P0032,4,0,10.37,24.86,99.44,0.0,99.44,41.48,57.96
O00156,P0072,3,10,79.37,143.53,430.59000000000003,43.059000000000005,387.531,238.11,149.421
O00157,P0025,1,0,13.61,32.74,32.74,0.0,32.74,13.61,19.130000000000003
O00158,P0047,5,0,59.51,154.08,770.4000000000001,0.0,770.4000000000001,297.55,472.8500000000001
O00159,P0020,4,0,69.56,183.08,732.32,0.0,732.32,278.24,454.08000000000004
O00160,P0033,5,5,78.25,183.75,918.75,45.9375,872.8125,391.25,481.5625
O00161,P0030,2,15,50.32,133.74,267.48,40.122,227.358,100.64,126.718
O00162,P0037,3,5,60.29,177.17,531.51,26.5755,504.9345,180.87,324.0645
O00163,P0080,4,10,62.54,138.92,555.68,55.56799999999999,500.11199999999997,250.16,249.95199999999997
O00164,P0053,1,5,51.57,127.74,127.74,6.387,121.353,51.57,69.78299999999999
O00165,P0089,1,0,57.81,113.72,113.72,0.0,113.72,57.81,55.91
O00166,P0074,3,10,36.55,87.92,263.76,26.375999999999998,237.384,109.64999999999999,127.734
O00167,P0069,5,15,62.22,150.06,750.3,112.545,637.755,311.1,326.655
O00168,P0008,5,15,36.51,102.88,514.4,77.16,437.24,182.54999999999998,254.69000000000003
O00169,P0097,4,15,34.88,81.48,325.92,48.888000000000005,277.03200000000004,139.52,137.51200000000003
O00170,P0001,4,5,55.42,102.17,408.68,20.434,388.246,221.68,166.56599999999997
O00171,P0095,5,15,40.71,120.64,603.2,90.48,512.72,203.55,309.17
O00172,P0007,4,0,49.51,86.65,346.6,0.0,346.6,198.04,148.56000000000003
O00173,P0062,5,15,10.19,18.89,94.45,14.1675,80.2825,50.949999999999996,29.332500000000003
O00174,P0087,3,20,32.13,56.17,168.51,33.702,134.808,96.39000000000001,38.41799999999998
O00175,P0058,4,0,24.12,39.95,159.8,0.0,159.8,96.48,63.32000000000001
O00176,P0088,5,5,51.18,79.37,396.85,19.8425,377.00750000000005,255.9,121.10750000000004
O00177,P0078,4,10,64.71,186.65,746.6,74.66,671.94,258.84,413.1000000000001
O00178,P0087,1,15,32.13,56.17,56.17,8.425500000000001,47.7445,32.13,15.6145
O00179,P0073,1,0,24.35,65.3,65.3,0.0,65.3,24.35,40.949999999999996
O00180,P0008,2,25,36.51,102.88,205.76,51.44,154.32,73.02,81.3
O00181,P0064,5,10,43.12,76.73,383.65000000000003,38.365,345.285,215.6,129.68500000000003
O00182,P0008,2,0,36.51,102.88,205.76,0.0,205.76,73.02,132.74
O00183,P0003,5,0,50.89,109.28,546.4,0.0,546.4,254.45,291.95
O00184,P0058,4,15,24.12,39.95,159.8,23.97,135.83,96.48,39.35000000000001
O00185,P0032,5,0,10.37,24.86,124.3,0.0,124.3,51.849999999999994,72.45
O00186,P0068,1,0,69.55,128.05,128.05,0.0,128.05,69.55,58.500000000000014
O00187,P0049,4,10,16.11,26.63,106.52,10.652000000000001,95.868,64.44,31.427999999999997
O00188,P0038,1,10,47.45,95.55,95.55,9.555,85.995,47.45,38.545
O00189,P0002,4,10,43.57,100.83,403.32,40.332,362.988,174.28,188.708
O00190,P0009,5,5,33.62,75.41,377.04999999999995,18.8525,358.19749999999993,168.1,190.09749999999994
O00191,P0046,5,15,47.09,88.72,443.6,66.54,377.06,235.45000000000002,141.60999999999999
O00192,P0065,1,25,52.43,144.51,144.51,36.1275,108.3825,52.43,55.95249999999999
O00193,P0049,3,5,16.11,26.63,79.89,3.9945,75.8955,48.33,27.5655
O00194,P0075,5,15,74.85,125.1,625.5,93.825,531.675,374.25,157.42499999999995
O00195,P0029,3,20,72.76,153.77,461.31000000000006,92.262,369.04800000000006,218.28000000000003,150.76800000000003
O00196,P0090,4,10,41.64,111.21,444.84,44.483999999999995,400.356,166.56,233.796
O00197,P0091,3,10,59.96,114.91,344.73,34.473,310.257,179.88,130.377
O00198,P0029,1,0,72.76,153.77,153.77,0.0,153.77,72.76,81.01
O00199,P0033,2,10,78.25,183.75,367.5,36.75,330.75,156.5,174.25
O00200,P0028,2,10,79.81,177.94,355.88,35.588,320.292,159.62,160.67199999999997
O00201,P0095,1,15,40.71,120.64,120.64,18.096,102.544,40.71,61.833999999999996
O00202,P0083,2,25,23.05,35.71,71.42,17.855,53.565,46.1,7.464999999999996
O00203,P0026,1,0,11.28,25.42,25.42,0.0,25.42,11.28,14.140000000000002
O00204,P0029,5,0,72.76,153.77,768.85,0.0,768.85,363.8,405.05
O00205,P0011,3,0,52.53,123.96,371.88,0.0,371.88,157.59,214.29
O00206,P0096,2,15,50.42,110.34,220.68,33.102000000000004,187.578,100.84,86.738
O00207,P0085,5,0,54.36,101.78,508.9,0.0,508.9,271.8,237.09999999999997
O00208,P0034,2,10,44.35,114.17,228.34,22.834,205.506,88.7,116.806
O00209,P0086,4,5,73.55,174.05,696.2,34.81,661.3900000000001,294.2,367.1900000000001
O00210,P0048,1,10,63.74,152.3,152.3,15.23,137.07000000000002,63.74,73.33000000000001
O00211,P0027,1,0,58.79,135.79,135.79,0.0,135.79,58.79,77.0
O00212,P0072,5,20,79.37,143.53,717.65,143.53,574.12,396.85,177.26999999999998
O00213,P0040,4,10,68.7,146.7,586.8,58.68,528.12,274.8,253.32
O00214,P0031,3,20,74.22,112.69,338.07,67.61399999999999,270.456,222.66,47.79600000000002
O00215,P0065,4,10,52.43,144.51,578.04,57.803999999999995,520.236,209.72,310.51599999999996
O00216,P0039,4,0,43.36,79.83,319.32,0.0,319.32,173.44,145.88
O00217,P0098,3,0,37.4,104.38,313.14,0.0,313.14,112.19999999999999,200.94
O00218,P0024,3,25,68.96,150.71,452.13,113.0325,339.09749999999997,206.88,132.21749999999997
O00219,P0092,4,15,72.98,133.56,534.24,80.13600000000001,454.104,291.92,162.18399999999997
O00220,P0068,2,0,69.55,128.05,256.1,0.0,256.1,139.1,117.00000000000003
O00221,P0082,2,15,67.76,161.31,322.62,48.393,274.227,135.52,138.70699999999997
O00222,P0093,4,5,53.69,97.66,390.64,19.531999999999996,371.108,214.76,156.348
O00223,P0023,2,5,13.9,28.75,57.5,2.875,54.625,27.8,26.825
O00224,P0061,3,0,19.72,33.21,99.63,0.0,99.63,59.16,40.47
O00225,P0027,3,15,58.79,135.79,407.37,61.1055,346.2645,176.37,169.8945
O00226,P0016,2,0,10.53,18.06,36.12,0.0,36.12,21.06,15.059999999999999
O00227,P0045,3,5,61.54,101.61,304.83,15.241499999999998,289.5885,184.62,104.9685
O00228,P0027,1,5,58.79,135.79,135.79,6.789499999999999,129.0005,58.79,70.2105
O00229,P0073,3,0,24.35,65.3,195.89999999999998,0.0,195.89999999999998,73.05000000000001,122.84999999999997
O00230,P0005,4,10,49.04,127.3,509.2,50.92,458.28,196.16,262.12
O00231,P0059,5,0,57.92,159.9,799.5,0.0,799.5,289.6,509.9
O00232,P0072,2,5,79.37,143.53,287.06,14.353,272.707,158.74,113.96699999999998
O00233,P0082,2,20,67.76,161.31,322.62,64.524,258.096,135.52,122.576
O00234,P0035,3,5,60.6,145.35,436.04999999999995,21.8025,414.24749999999995,181.8,232.44749999999993
O00235,P0070,3,5,38.6,79.86,239.57999999999998,11.979,227.601,115.80000000000001,111.80099999999999
O00236,P0087,5,10,32.13,56.17,280.85,28.085,252.76500000000001,160.65,92.11500000000001
O00237,P0046,5,10,47.09,88.72,443.6,44.36,399.24,235.45000000000002,163.79
O00238,P0090,4,15,41.64,111.21,444.84,66.726,378.114,166.56,211.55399999999997
O00239,P0056,1,0,48.4,77.6,77.6,0.0,77.6,48.4,29.199999999999996
O00240,P0024,4,20,68.96,150.71,602.84,120.56800000000001,482.27200000000005,275.84,206.43200000000007
O00241,P0010,2,15,72.98,190.64,381.28,57.192,324.08799999999997,145.96,178.12799999999996
O00242,P0079,3,15,67.96,149.41,448.23,67.23450000000001,380.9955,203.88,177.1155
O00243,P0038,4,0,47.45,95.55,382.2,0.0,382.2,189.8,192.39999999999998
O00244,P0084,3,0,26.5,76.03,228.09,0.0,228.09,79.5,148.59
O00245,P0093,3,10,53.69,97.66,292.98,29.298000000000002,263.682,161.07,102.61200000000002
O00246,P0070,4,20,38.6,79.86,319.44,63.888000000000005,255.552,154.4,101.15199999999999
O00247,P0048,4,10,63.74,152.3,609.2,60.92,548.2800000000001,254.96,293.32000000000005
O00248,P0009,5,0,33.62,75.41,377.04999999999995,0.0,377.04999999999995,168.1,208.94999999999996
O00249,P0050,1,0,45.43,130.75,130.75,0.0,130.75,45.43,85.32
O00250,P0069,5,10,62.22,150.06,750.3,75.03,675.27,311.1,364.16999999999996
O00251,P0048,1,15,63.74,152.3,152.3,22.845,129.455,63.74,65.715
O00252,P0039,4,0,43.36,79.83,319.32,0.0,319.32,173.44,145.88
O00253,P0083,1,0,23.05,35.71,35.71,0.0,35.71,23.05,12.66
O00254,P0005,2,5,49.04,127.3,254.6,12.73,241.87,98.08,143.79000000000002
O00255,P0084,5,10,26.5,76.03,380.15,38.015,342.135,132.5,209.635
O00256,P0011,5,15,52.53,123.96,619.8,92.97,526.8299999999999,262.65,264.17999999999995
O00257,P0060,5,15,16.15,46.29,231.45,34.7175,196.7325,80.75,115.98249999999999
O00258,P0027,3,10,58.79,135.79,407.37,40.736999999999995,366.63300000000004,176.37,190.26300000000003
O00259,P0093,3,0,53.69,97.66,292.98,0.0,292.98,161.07,131.91000000000003
O00260,P0007,4,10,49.51,86.65,346.6,34.66,311.94000000000005,198.04,113.90000000000006
O00261,P0060,4,25,16.15,46.29,185.16,46.29,138.87,64.6,74.27000000000001
O00262,P0050,3,20,45.43,130.75,392.25,78.45,313.8,136.29,177.51000000000002
O00263,P0067,5,20,17.47,34.37,171.85,34.37,137.48,87.35,50.129999999999995
O00264,P0069,3,5,62.22,150.06,450.18,22.509,427.671,186.66,241.011
O00265,P0055,1,15,41.8,86.18,86.18,12.927,73.25300000000001,41.8,31.453000000000017
O00266,P0077,5,20,13.37,37.37,186.85,37.37,149.48,66.85,82.63
O00267,P0016,3,10,10.53,18.06,54.17999999999999,5.417999999999999,48.76199999999999,31.589999999999996,17.171999999999997
O00268,P0012,4,5,27.1,81.21,324.84,16.241999999999997,308.59799999999996,108.4,200.19799999999995
O00269,P0027,3,25,58.79,135.79,407.37,101.8425,305.52750000000003,176.37,129.15750000000003
O00270,P0033,2,10,78.25,183.75,367.5,36.75,330.75,156.5,174.25
O00271,P0079,3,0,67.96,149.41,448.23,0.0,448.23,203.88,244.35000000000002
O00272,P0085,5,0,54.36,101.78,508.9,0.0,508.9,271.8,237.09999999999997
O00273,P0081,3,10,65.97,189.84,569.52,56.952,512.568,197.91,314.658
O00274,P0055,4,5,41.8,86.18,344.72,17.236,327.48400000000004,167.2,160.28400000000005
O00275,P0052,1,0,32.44,49.78,49.78,0.0,49.78,32.44,17.340000000000003
O00276,P0037,2,15,60.29,177.17,354.34,53.150999999999996,301.18899999999996,120.58,180.60899999999998
O00277,P0015,5,15,75.36,201.05,1005.25,150.7875,854.4625,376.8,477.66249999999997
O00278,P0084,4,15,26.5,76.03,304.12,45.618,258.502,106.0,152.502
O00279,P0083,2,0,23.05,35.71,71.42,0.0,71.42,46.1,25.32
O00280,P0065,3,10,52.43,144.51,433.53,43.352999999999994,390.17699999999996,157.29,232.88699999999997
O00281,P0068,2,0,69.55,128.05,256.1,0.0,256.1,139.1,117.00000000000003
O00282,P0003,1,5,50.89,109.28,109.28,5.4639999999999995,103.816,50.89,52.926
O00283,P0072,2,5,79.37,143.53,287.06,14.353,272.707,158.74,113.96699999999998
O00284,P0005,2,15,49.04,127.3,254.6,38.19,216.41,98.08,118.33
O00285,P0009,3,5,33.62,75.41,226.23,11.311499999999999,214.9185,100.85999999999999,114.05850000000001
O00286,P0001,3,0,55.42,102.17,306.51,0.0,306.51,166.26,140.25
O00287,P0030,5,5,50.32,133.74,668.7,33.435,635.2650000000001,251.6,383.6650000000001
O00288,P0071,3,10,75.31,197.04,591.12,59.111999999999995,532.008,225.93,306.07800000000003
O00289,P0086,2,20,73.55,174.05,348.1,69.62,278.48,147.1,131.38000000000002
O00290,P0020,1,20,69.56,183.08,183.08,36.61600000000001,146.464,69.56,76.904
O00291,P0093,3,0,53.69,97.66,292.98,0.0,292.98,161.07,131.91000000000003
O00292,P0027,5,0,58.79,135.79,678.9499999999999,0.0,678.9499999999999,293.95,384.99999999999994
O00293,P0089,5,0,57.81,113.72,568.6,0.0,568.6,289.05,279.55
O00294,P0099,2,15,47.23,108.75,217.5,32.625,184.875,94.46,90.415
O00295,P0091,3,0,59.96,114.91,344.73,0.0,344.73,179.88,164.85000000000002
O00296,P0063,3,0,18.17,31.77,95.31,0.0,95.31,54.510000000000005,40.8
O00297,P0075,5,10,74.85,125.1,625.5,62.55,562.95,374.25,188.70000000000005
O00298,P0081,3,0,65.97,189.84,569.52,0.0,569.52,197.91,371.61
O00299,P0031,2,0,74.22,112.69,225.38,0.0,225.38,148.44,76.94
O00300,P0082,1,5,67.76,161.31,161.31,8.0655,153.24450000000002,67.76,85.48450000000001
O00301,P0019,2,5,44.15,98.94,197.88,9.894,187.986,88.3,99.68599999999999
O00302,P0093,3,10,53.69,97.66,292.98,29.298000000000002,263.682,161.07,102.61200000000002
O00303,P0079,2,25,67.96,149.41,298.82,74.705,224.115,135.92,88.19500000000002
O00304,P0062,4,0,10.19,18.89,75.56,0.0,75.56,40.76,34.800000000000004
O00305,P0007,4,5,49.51,86.65,346.6,17.33,329.27000000000004,198.04,131.23000000000005
O00306,P0037,3,20,60.29,177.17,531.51,106.302,425.20799999999997,180.87,244.33799999999997
O00307,P0071,3,20,75.31,197.04,591.12,118.22399999999999,472.896,225.93,246.966
O00308,P0086,1,5,73.55,174.05,174.05,8.7025,165.34750000000003,73.55,91.79750000000003
O00309,P0076,2,10,60.51,128.39,256.78,25.677999999999997,231.10199999999998,121.02,110.08199999999998
